outcome_descr,brand_descr,stratum,model,model_descr,term,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.27,(0.21-0.36),73.0,(64.5-79.4),0.27 (0.21-0.36),73.0 (64.5-79.4)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.26,(0.21-0.33),73.6,(67.2-78.7),0.26 (0.21-0.33),73.6 (67.2-78.7)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.01,(0.00-0.02),99.2,(98.2-99.6),0.01 (0.00-0.02),99.2 (98.2-99.6)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.01,(0.00-0.01),99.3,(98.6-99.6),0.01 (0.00-0.01),99.3 (98.6-99.6)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.01,(0.01-0.02),98.9,(98.4-99.2),0.01 (0.01-0.02),98.9 (98.4-99.2)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.01,(0.01-0.02),98.9,(98.4-99.2),0.01 (0.01-0.02),98.9 (98.4-99.2)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.01,(0.00-0.01),99.4,(99.1-99.6),0.01 (0.00-0.01),99.4 (99.1-99.6)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.01,(0.00-0.01),99.5,(99.2-99.7),0.01 (0.00-0.01),99.5 (99.2-99.7)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.00,(0.00-0.00),99.6,(99.5-99.7),0.00 (0.00-0.00),99.6 (99.5-99.7)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.01,(0.00-0.02),99.1,(98.2-99.6),0.01 (0.00-0.02),99.1 (98.2-99.6)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.01),99.2,(98.5-99.6),0.01 (0.00-0.01),99.2 (98.5-99.6)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.01,(0.01-0.02),98.8,(98.3-99.1),0.01 (0.01-0.02),98.8 (98.3-99.1)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.01,(0.01-0.02),98.8,(98.3-99.1),0.01 (0.01-0.02),98.8 (98.3-99.1)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.01,(0.00-0.01),99.4,(99.0-99.6),0.01 (0.00-0.01),99.4 (99.0-99.6)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.01,(0.00-0.01),99.5,(99.1-99.7),0.01 (0.00-0.01),99.5 (99.1-99.7)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.00,(0.00-0.00),99.6,(99.5-99.7),0.00 (0.00-0.00),99.6 (99.5-99.7)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.01,(0.00-0.02),99.0,(97.9-99.5),0.01 (0.00-0.02),99.0 (97.9-99.5)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.00-0.02),99.2,(98.5-99.6),0.01 (0.00-0.02),99.2 (98.5-99.6)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.01,(0.01-0.02),98.6,(98.0-99.0),0.01 (0.01-0.02),98.6 (98.0-99.0)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.01,(0.01-0.02),98.7,(98.2-99.0),0.01 (0.01-0.02),98.7 (98.2-99.0)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.01,(0.00-0.01),99.3,(98.9-99.5),0.01 (0.00-0.01),99.3 (98.9-99.5)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.01,(0.00-0.01),99.4,(99.0-99.6),0.01 (0.00-0.01),99.4 (99.0-99.6)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.00,(0.00-0.01),99.6,(99.5-99.7),0.00 (0.00-0.01),99.6 (99.5-99.7)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.00,(0.00-0.02),99.6,(98.2-99.9),0.00 (0.00-0.02),99.6 (98.2-99.9)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.01,(0.00-0.02),99.3,(98.4-99.7),0.01 (0.00-0.02),99.3 (98.4-99.7)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.01,(0.00-0.01),99.4,(98.9-99.7),0.01 (0.00-0.01),99.4 (98.9-99.7)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.01,(0.01-0.01),99.1,(98.6-99.4),0.01 (0.01-0.01),99.1 (98.6-99.4)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.01,(0.00-0.01),99.4,(99.0-99.6),0.01 (0.00-0.01),99.4 (99.0-99.6)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.00,(0.00-0.01),99.7,(99.4-99.9),0.00 (0.00-0.01),99.7 (99.4-99.9)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.00,(0.00-0.00),99.7,(99.5-99.8),0.00 (0.00-0.00),99.7 (99.5-99.8)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.00,(0.00-0.02),99.5,(98.0-99.9),0.00 (0.00-0.02),99.5 (98.0-99.9)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.02),99.3,(98.2-99.7),0.01 (0.00-0.02),99.3 (98.2-99.7)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.01,(0.00-0.01),99.3,(98.8-99.6),0.01 (0.00-0.01),99.3 (98.8-99.6)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.01,(0.01-0.02),99.0,(98.4-99.3),0.01 (0.01-0.02),99.0 (98.4-99.3)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.01,(0.00-0.01),99.3,(98.9-99.6),0.01 (0.00-0.01),99.3 (98.9-99.6)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.00,(0.00-0.01),99.7,(99.3-99.9),0.00 (0.00-0.01),99.7 (99.3-99.9)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.00,(0.00-0.00),99.7,(99.5-99.8),0.00 (0.00-0.00),99.7 (99.5-99.8)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.01,(0.00-0.03),99.3,(97.2-99.8),0.01 (0.00-0.03),99.3 (97.2-99.8)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.00-0.02),99.2,(98.1-99.7),0.01 (0.00-0.02),99.2 (98.1-99.7)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.01,(0.00-0.01),99.2,(98.5-99.6),0.01 (0.00-0.01),99.2 (98.5-99.6)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.01,(0.01-0.02),98.8,(98.2-99.2),0.01 (0.01-0.02),98.8 (98.2-99.2)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.01,(0.00-0.01),99.2,(98.7-99.5),0.01 (0.00-0.01),99.2 (98.7-99.5)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.00,(0.00-0.01),99.6,(99.2-99.8),0.00 (0.00-0.01),99.6 (99.2-99.8)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.00,(0.00-0.01),99.6,(99.4-99.7),0.00 (0.00-0.01),99.6 (99.4-99.7)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.01,(0.01-0.04),98.5,(96.4-99.4),0.01 (0.01-0.04),98.5 (96.4-99.4)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.01,(0.00-0.02),99.0,(97.6-99.6),0.01 (0.00-0.02),99.0 (97.6-99.6)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.02,(0.02-0.04),97.7,(96.4-98.5),0.02 (0.02-0.04),97.7 (96.4-98.5)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.02,(0.01-0.03),98.0,(96.8-98.7),0.02 (0.01-0.03),98.0 (96.8-98.7)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.01,(0.00-0.02),99.1,(98.2-99.6),0.01 (0.00-0.02),99.1 (98.2-99.6)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.02,(0.01-0.03),98.3,(96.9-99.1),0.02 (0.01-0.03),98.3 (96.9-99.1)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.01,(0.01-0.02),99.0,(98.4-99.4),0.01 (0.01-0.02),99.0 (98.4-99.4)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.01,(0.01-0.03),98.6,(96.6-99.4),0.01 (0.01-0.03),98.6 (96.6-99.4)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.02),99.0,(97.6-99.6),0.01 (0.00-0.02),99.0 (97.6-99.6)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.02,(0.01-0.03),97.7,(96.5-98.5),0.02 (0.01-0.03),97.7 (96.5-98.5)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.02,(0.01-0.03),98.0,(96.9-98.7),0.02 (0.01-0.03),98.0 (96.9-98.7)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.01,(0.00-0.02),99.2,(98.3-99.6),0.01 (0.00-0.02),99.2 (98.3-99.6)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.02,(0.01-0.03),98.4,(97.1-99.1),0.02 (0.01-0.03),98.4 (97.1-99.1)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.01,(0.01-0.01),99.1,(98.5-99.5),0.01 (0.01-0.01),99.1 (98.5-99.5)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.02,(0.01-0.04),98.3,(96.0-99.3),0.02 (0.01-0.04),98.3 (96.0-99.3)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.01-0.03),98.8,(97.0-99.5),0.01 (0.01-0.03),98.8 (97.0-99.5)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.03,(0.02-0.04),97.3,(95.9-98.3),0.03 (0.02-0.04),97.3 (95.9-98.3)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.03,(0.02-0.04),97.4,(95.9-98.4),0.03 (0.02-0.04),97.4 (95.9-98.4)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.01,(0.01-0.02),98.9,(97.6-99.5),0.01 (0.01-0.02),98.9 (97.6-99.5)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.02,(0.01-0.04),98.0,(96.2-98.9),0.02 (0.01-0.04),98.0 (96.2-98.9)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.01,(0.01-0.02),98.9,(98.2-99.4),0.01 (0.01-0.02),98.9 (98.2-99.4)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.22,(0.19-0.26),78.1,(74.2-81.4),0.22 (0.19-0.26),78.1 (74.2-81.4)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.28,(0.25-0.32),71.7,(68.0-75.0),0.28 (0.25-0.32),71.7 (68.0-75.0)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.28,(0.26-0.31),71.5,(68.8-74.0),0.28 (0.26-0.31),71.5 (68.8-74.0)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.30,(0.27-0.32),70.4,(67.7-73.0),0.30 (0.27-0.32),70.4 (67.7-73.0)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.32,(0.29-0.35),68.4,(65.3-71.1),0.32 (0.29-0.35),68.4 (65.3-71.1)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.28,(0.25-0.31),72.3,(69.5-74.8),0.28 (0.25-0.31),72.3 (69.5-74.8)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.27,(0.25-0.29),72.8,(70.9-74.6),0.27 (0.25-0.29),72.8 (70.9-74.6)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.23,(0.19-0.27),77.3,(73.3-80.8),0.23 (0.19-0.27),77.3 (73.3-80.8)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.29,(0.26-0.33),70.5,(66.7-73.9),0.29 (0.26-0.33),70.5 (66.7-73.9)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.30,(0.27-0.33),69.9,(67.0-72.6),0.30 (0.27-0.33),69.9 (67.0-72.6)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.32,(0.29-0.35),68.4,(65.5-71.1),0.32 (0.29-0.35),68.4 (65.5-71.1)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.34,(0.31-0.37),66.0,(62.8-69.0),0.34 (0.31-0.37),66.0 (62.8-69.0)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.30,(0.27-0.33),70.3,(67.3-73.0),0.30 (0.27-0.33),70.3 (67.3-73.0)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.29,(0.27-0.31),70.8,(68.6-72.8),0.29 (0.27-0.31),70.8 (68.6-72.8)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.25,(0.21-0.30),75.0,(70.4-78.9),0.25 (0.21-0.30),75.0 (70.4-78.9)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.32,(0.29-0.37),67.7,(63.4-71.5),0.32 (0.29-0.37),67.7 (63.4-71.5)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.33,(0.30-0.36),67.1,(63.9-70.0),0.33 (0.30-0.36),67.1 (63.9-70.0)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.35,(0.32-0.39),64.6,(61.3-67.7),0.35 (0.32-0.39),64.6 (61.3-67.7)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.39,(0.35-0.42),61.4,(57.6-64.8),0.39 (0.35-0.42),61.4 (57.6-64.8)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.34,(0.31-0.38),65.8,(62.2-69.0),0.34 (0.31-0.38),65.8 (62.2-69.0)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.34,(0.31-0.36),66.5,(63.9-68.9),0.34 (0.31-0.36),66.5 (63.9-68.9)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.13,(0.10-0.16),87.4,(83.6-90.4),0.13 (0.10-0.16),87.4 (83.6-90.4)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.15,(0.12-0.18),85.2,(81.9-87.9),0.15 (0.12-0.18),85.2 (81.9-87.9)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.15,(0.13-0.17),85.4,(83.1-87.4),0.15 (0.13-0.17),85.4 (83.1-87.4)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.17,(0.15-0.20),82.7,(80.3-84.7),0.17 (0.15-0.20),82.7 (80.3-84.7)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.22,(0.20-0.25),77.8,(74.9-80.3),0.22 (0.20-0.25),77.8 (74.9-80.3)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.18,(0.16-0.21),81.9,(79.4-84.1),0.18 (0.16-0.21),81.9 (79.4-84.1)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.26,(0.24-0.29),73.7,(71.4-75.8),0.26 (0.24-0.29),73.7 (71.4-75.8)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.14,(0.11-0.18),85.9,(81.6-89.2),0.14 (0.11-0.18),85.9 (81.6-89.2)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.17,(0.14-0.21),83.2,(79.5-86.3),0.17 (0.14-0.21),83.2 (79.5-86.3)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.17,(0.14-0.19),83.3,(80.7-85.5),0.17 (0.14-0.19),83.3 (80.7-85.5)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.20,(0.18-0.23),80.1,(77.4-82.5),0.20 (0.18-0.23),80.1 (77.4-82.5)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.26,(0.23-0.29),74.4,(71.1-77.4),0.26 (0.23-0.29),74.4 (71.1-77.4)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.21,(0.18-0.23),79.5,(76.6-82.0),0.21 (0.18-0.23),79.5 (76.6-82.0)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.28,(0.25-0.30),72.1,(69.5-74.5),0.28 (0.25-0.30),72.1 (69.5-74.5)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.17,(0.13-0.22),83.2,(77.9-87.2),0.17 (0.13-0.22),83.2 (77.9-87.2)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.20,(0.16-0.24),80.2,(75.7-83.8),0.20 (0.16-0.24),80.2 (75.7-83.8)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.20,(0.18-0.24),79.6,(76.4-82.4),0.20 (0.18-0.24),79.6 (76.4-82.4)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.25,(0.22-0.28),75.0,(71.6-78.0),0.25 (0.22-0.28),75.0 (71.6-78.0)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.34,(0.30-0.39),65.9,(61.4-69.9),0.34 (0.30-0.39),65.9 (61.4-69.9)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.28,(0.24-0.32),72.2,(68.1-75.7),0.28 (0.24-0.32),72.2 (68.1-75.7)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.37,(0.34-0.41),63.1,(59.5-66.4),0.37 (0.34-0.41),63.1 (59.5-66.4)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.32,(0.26-0.39),68.3,(61.0-74.3),0.32 (0.26-0.39),68.3 (61.0-74.3)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.43,(0.37-0.51),56.8,(49.5-63.0),0.43 (0.37-0.51),56.8 (49.5-63.0)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.45,(0.40-0.51),55.2,(49.4-60.2),0.45 (0.40-0.51),55.2 (49.4-60.2)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.45,(0.40-0.50),55.4,(49.7-60.4),0.45 (0.40-0.50),55.4 (49.7-60.4)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.43,(0.38-0.48),57.3,(51.7-62.3),0.43 (0.38-0.48),57.3 (51.7-62.3)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.45,(0.39-0.51),55.3,(49.4-60.6),0.45 (0.39-0.51),55.3 (49.4-60.6)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.48,(0.44-0.52),51.9,(47.5-56.0),0.48 (0.44-0.52),51.9 (47.5-56.0)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.30,(0.24-0.36),70.5,(63.6-76.0),0.30 (0.24-0.36),70.5 (63.6-76.0)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.40,(0.35-0.47),59.6,(52.9-65.4),0.40 (0.35-0.47),59.6 (52.9-65.4)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.42,(0.37-0.47),58.1,(52.8-62.9),0.42 (0.37-0.47),58.1 (52.8-62.9)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.41,(0.37-0.47),58.6,(53.3-63.2),0.41 (0.37-0.47),58.6 (53.3-63.2)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.39,(0.35-0.44),60.8,(55.6-65.4),0.39 (0.35-0.44),60.8 (55.6-65.4)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.41,(0.36-0.46),59.5,(54.0-64.3),0.41 (0.36-0.46),59.5 (54.0-64.3)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.44,(0.40-0.48),56.5,(52.3-60.3),0.44 (0.40-0.48),56.5 (52.3-60.3)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.34,(0.28-0.43),65.6,(57.2-72.4),0.34 (0.28-0.43),65.6 (57.2-72.4)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.50,(0.42-0.61),49.6,(39.2-58.2),0.50 (0.42-0.61),49.6 (39.2-58.2)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.55,(0.47-0.64),45.3,(36.0-53.3),0.55 (0.47-0.64),45.3 (36.0-53.3)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.55,(0.48-0.64),44.6,(36.4-51.7),0.55 (0.48-0.64),44.6 (36.4-51.7)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.51,(0.44-0.59),49.1,(41.4-55.9),0.51 (0.44-0.59),49.1 (41.4-55.9)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.51,(0.44-0.59),48.7,(40.8-55.5),0.51 (0.44-0.59),48.7 (40.8-55.5)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.55,(0.49-0.61),45.1,(39.1-50.6),0.55 (0.49-0.61),45.1 (39.1-50.6)
