outcome_descr,brand_descr,stratum,model,model_descr,term,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.43,(0.33-0.56),56.8,(43.8-66.8),0.43 (0.33-0.56),56.8 (43.8-66.8)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.39,(0.31-0.48),61.4,(51.8-69.1),0.39 (0.31-0.48),61.4 (51.8-69.1)
Any death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.13,(0.11-0.15),86.7,(84.6-88.6),0.13 (0.11-0.15),86.7 (84.6-88.6)
Any death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.17,(0.15-0.19),83.0,(81.0-84.8),0.17 (0.15-0.19),83.0 (81.0-84.8)
Any death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.19,(0.18-0.21),80.8,(79.3-82.3),0.19 (0.18-0.21),80.8 (79.3-82.3)
Any death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.22,(0.21-0.24),77.7,(76.0-79.3),0.22 (0.21-0.24),77.7 (76.0-79.3)
Any death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.23,(0.21-0.25),77.0,(75.1-78.8),0.23 (0.21-0.25),77.0 (75.1-78.8)
Any death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.21,(0.19-0.23),79.3,(77.4-80.9),0.21 (0.19-0.23),79.3 (77.4-80.9)
Any death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.21,(0.20-0.22),79.0,(77.5-80.4),0.21 (0.20-0.22),79.0 (77.5-80.4)
Any death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.14,(0.12-0.16),86.3,(84.1-88.2),0.14 (0.12-0.16),86.3 (84.1-88.2)
Any death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.18,(0.16-0.20),82.3,(80.2-84.2),0.18 (0.16-0.20),82.3 (80.2-84.2)
Any death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.20,(0.19-0.22),79.8,(78.1-81.3),0.20 (0.19-0.22),79.8 (78.1-81.3)
Any death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.24,(0.22-0.26),76.3,(74.4-78.0),0.24 (0.22-0.26),76.3 (74.4-78.0)
Any death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.24,(0.23-0.26),75.5,(73.5-77.4),0.24 (0.23-0.26),75.5 (73.5-77.4)
Any death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.22,(0.20-0.24),78.1,(76.2-79.9),0.22 (0.20-0.24),78.1 (76.2-79.9)
Any death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.22,(0.20-0.23),78.4,(76.8-79.9),0.22 (0.20-0.23),78.4 (76.8-79.9)
Any death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.22,(0.17-0.28),78.0,(72.0-82.6),0.22 (0.17-0.28),78.0 (72.0-82.6)
Any death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.28,(0.24-0.33),71.6,(66.6-75.9),0.28 (0.24-0.33),71.6 (66.6-75.9)
Any death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.31,(0.28-0.34),68.9,(65.7-71.9),0.31 (0.28-0.34),68.9 (65.7-71.9)
Any death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.37,(0.34-0.40),63.2,(60.0-66.2),0.37 (0.34-0.40),63.2 (60.0-66.2)
Any death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.39,(0.36-0.43),60.6,(56.9-64.0),0.39 (0.36-0.43),60.6 (56.9-64.0)
Any death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.37,(0.33-0.41),63.2,(59.1-66.8),0.37 (0.33-0.41),63.2 (59.1-66.8)
Any death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.34,(0.31-0.37),66.1,(63.3-68.7),0.34 (0.31-0.37),66.1 (63.3-68.7)
Any death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.07,(0.06-0.09),92.9,(90.8-94.5),0.07 (0.06-0.09),92.9 (90.8-94.5)
Any death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.09,(0.07-0.11),91.3,(89.5-92.8),0.09 (0.07-0.11),91.3 (89.5-92.8)
Any death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.10,(0.09-0.12),89.5,(88.2-90.7),0.10 (0.09-0.12),89.5 (88.2-90.7)
Any death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.13,(0.12-0.15),86.7,(85.3-88.0),0.13 (0.12-0.15),86.7 (85.3-88.0)
Any death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.16,(0.15-0.18),83.5,(81.8-85.1),0.16 (0.15-0.18),83.5 (81.8-85.1)
Any death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.14,(0.13-0.16),86.0,(84.4-87.4),0.14 (0.13-0.16),86.0 (84.4-87.4)
Any death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.21,(0.19-0.22),79.3,(77.7-80.8),0.21 (0.19-0.22),79.3 (77.7-80.8)
Any death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.08,(0.06-0.10),92.0,(89.6-93.8),0.08 (0.06-0.10),92.0 (89.6-93.8)
Any death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.10,(0.08-0.12),90.0,(88.0-91.7),0.10 (0.08-0.12),90.0 (88.0-91.7)
Any death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.12,(0.11-0.14),87.9,(86.4-89.3),0.12 (0.11-0.14),87.9 (86.4-89.3)
Any death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.15,(0.14-0.17),84.7,(83.1-86.2),0.15 (0.14-0.17),84.7 (83.1-86.2)
Any death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.19,(0.17-0.21),81.1,(79.1-83.0),0.19 (0.17-0.21),81.1 (79.1-83.0)
Any death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.16,(0.14-0.18),84.2,(82.4-85.9),0.16 (0.14-0.18),84.2 (82.4-85.9)
Any death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.22,(0.20-0.23),78.5,(76.7-80.1),0.22 (0.20-0.23),78.5 (76.7-80.1)
Any death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.13,(0.09-0.20),86.6,(80.2-90.9),0.13 (0.09-0.20),86.6 (80.2-90.9)
Any death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.19,(0.13-0.28),80.8,(71.9-86.8),0.19 (0.13-0.28),80.8 (71.9-86.8)
Any death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.22,(0.18-0.27),77.6,(72.6-81.7),0.22 (0.18-0.27),77.6 (72.6-81.7)
Any death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.27,(0.24-0.31),73.1,(69.3-76.4),0.27 (0.24-0.31),73.1 (69.3-76.4)
Any death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.36,(0.32-0.40),64.3,(60.3-67.8),0.36 (0.32-0.40),64.3 (60.3-67.8)
Any death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.31,(0.28-0.35),69.0,(65.2-72.4),0.31 (0.28-0.35),69.0 (65.2-72.4)
Any death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.42,(0.38-0.46),58.3,(54.2-62.0),0.42 (0.38-0.46),58.3 (54.2-62.0)
Any death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.20,(0.16-0.23),80.4,(76.5-83.7),0.20 (0.16-0.23),80.4 (76.5-83.7)
Any death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.26,(0.23-0.30),74.1,(70.3-77.4),0.26 (0.23-0.30),74.1 (70.3-77.4)
Any death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.29,(0.26-0.33),70.7,(67.5-73.6),0.29 (0.26-0.33),70.7 (67.5-73.6)
Any death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.35,(0.31-0.38),65.3,(61.6-68.5),0.35 (0.31-0.38),65.3 (61.6-68.5)
Any death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.33,(0.29-0.37),67.2,(63.5-70.6),0.33 (0.29-0.37),67.2 (63.5-70.6)
Any death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.36,(0.32-0.40),63.8,(59.5-67.7),0.36 (0.32-0.40),63.8 (59.5-67.7)
Any death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.40,(0.37-0.44),59.6,(56.0-62.9),0.40 (0.37-0.44),59.6 (56.0-62.9)
Any death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.18,(0.15-0.22),81.7,(78.1-84.8),0.18 (0.15-0.22),81.7 (78.1-84.8)
Any death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.24,(0.21-0.28),75.7,(72.1-78.8),0.24 (0.21-0.28),75.7 (72.1-78.8)
Any death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.28,(0.25-0.30),72.5,(69.5-75.2),0.28 (0.25-0.30),72.5 (69.5-75.2)
Any death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.32,(0.29-0.36),67.8,(64.4-70.9),0.32 (0.29-0.36),67.8 (64.4-70.9)
Any death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.30,(0.27-0.33),70.3,(66.9-73.4),0.30 (0.27-0.33),70.3 (66.9-73.4)
Any death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.32,(0.29-0.36),68.1,(64.2-71.5),0.32 (0.29-0.36),68.1 (64.2-71.5)
Any death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.35,(0.32-0.38),65.1,(61.8-68.2),0.35 (0.32-0.38),65.1 (61.8-68.2)
Any death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.31,(0.24-0.40),68.7,(59.9-75.5),0.31 (0.24-0.40),68.7 (59.9-75.5)
Any death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.44,(0.37-0.52),56.4,(47.9-63.5),0.44 (0.37-0.52),56.4 (47.9-63.5)
Any death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.51,(0.44-0.59),48.9,(41.1-55.6),0.51 (0.44-0.59),48.9 (41.1-55.6)
Any death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.63,(0.55-0.71),37.5,(29.3-44.7),0.63 (0.55-0.71),37.5 (29.3-44.7)
Any death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.56,(0.49-0.64),44.3,(36.4-51.1),0.56 (0.49-0.64),44.3 (36.4-51.1)
Any death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.60,(0.52-0.68),40.5,(31.6-48.2),0.60 (0.52-0.68),40.5 (31.6-48.2)
Any death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.62,(0.56-0.69),37.9,(30.7-44.4),0.62 (0.56-0.69),37.9 (30.7-44.4)
