outcome_descr,brand_descr,stratum,model,model_descr,term,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.25,(0.20-0.30), 75.3,(69.8-79.8),0.25 (0.20-0.30), 75.3 (69.8-79.8)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.17,(0.13-0.22), 82.7,(77.7-86.5),0.17 (0.13-0.22), 82.7 (77.7-86.5)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.13,(0.10-0.18), 86.7,(81.9-90.1),0.13 (0.10-0.18), 86.7 (81.9-90.1)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.12,(0.09-0.15), 88.5,(85.1-91.1),0.12 (0.09-0.15), 88.5 (85.1-91.1)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.00,(0.00-0.02), 99.7,(97.9-100.0),0.00 (0.00-0.02), 99.7 (97.9-100.0)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.01,(0.00-0.02), 99.3,(98.1-99.7),0.01 (0.00-0.02), 99.3 (98.1-99.7)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.00,(0.00-0.01), 99.5,(99.0-99.8),0.00 (0.00-0.01), 99.5 (99.0-99.8)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.00,(0.00-0.01), 99.7,(99.2-99.9),0.00 (0.00-0.01), 99.7 (99.2-99.9)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.00,(0.00-0.01), 99.8,(99.3-99.9),0.00 (0.00-0.01), 99.8 (99.3-99.9)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.01,(0.00-0.01), 99.4,(98.8-99.7),0.01 (0.00-0.01), 99.4 (98.8-99.7)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.00,(0.00-0.01), 99.6,(99.3-99.8),0.00 (0.00-0.01), 99.6 (99.3-99.8)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.00,(0.00-0.02), 99.7,(98.0-100.0),0.00 (0.00-0.02), 99.7 (98.0-100.0)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.02), 99.3,(98.2-99.8),0.01 (0.00-0.02), 99.3 (98.2-99.8)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.00,(0.00-0.01), 99.6,(99.1-99.8),0.00 (0.00-0.01), 99.6 (99.1-99.8)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.00,(0.00-0.01), 99.7,(99.3-99.9),0.00 (0.00-0.01), 99.7 (99.3-99.9)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.00,(0.00-0.01), 99.8,(99.5-99.9),0.00 (0.00-0.01), 99.8 (99.5-99.9)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.00,(0.00-0.01), 99.5,(99.0-99.8),0.00 (0.00-0.01), 99.5 (99.0-99.8)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.00,(0.00-0.01), 99.7,(99.4-99.8),0.00 (0.00-0.01), 99.7 (99.4-99.8)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.00,(0.00-0.02), 99.7,(98.0-100.0),0.00 (0.00-0.02), 99.7 (98.0-100.0)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.00-0.02), 99.3,(98.2-99.8),0.01 (0.00-0.02), 99.3 (98.2-99.8)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.01,(0.00-0.01), 99.5,(98.8-99.8),0.01 (0.00-0.01), 99.5 (98.8-99.8)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.00,(0.00-0.01), 99.7,(99.3-99.9),0.00 (0.00-0.01), 99.7 (99.3-99.9)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.00,(0.00-0.01), 99.8,(99.4-99.9),0.00 (0.00-0.01), 99.8 (99.4-99.9)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.01,(0.00-0.01), 99.5,(98.9-99.7),0.01 (0.00-0.01), 99.5 (98.9-99.7)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.00,(0.00-0.01), 99.7,(99.4-99.8),0.00 (0.00-0.01), 99.7 (99.4-99.8)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.01,(0.00-0.07), 99.0,(93.0-99.9),0.01 (0.00-0.07), 99.0 (93.0-99.9)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.00,(0.00-0.02), 99.8,(98.4-100.0),0.00 (0.00-0.02), 99.8 (98.4-100.0)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.00,(0.00-0.01), 99.6,(98.6-99.9),0.00 (0.00-0.01), 99.6 (98.6-99.9)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.00,(0.00-0.02), 99.6,(98.4-99.9),0.00 (0.00-0.02), 99.6 (98.4-99.9)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.01,(0.00-0.02), 99.2,(98.4-99.6),0.01 (0.00-0.02), 99.2 (98.4-99.6)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.01,(0.00-0.06), 99.1,(93.8-99.9),0.01 (0.00-0.06), 99.1 (93.8-99.9)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.00,(0.00-0.01), 99.8,(98.6-100.0),0.00 (0.00-0.01), 99.8 (98.6-100.0)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.00,(0.00-0.01), 99.7,(98.8-99.9),0.00 (0.00-0.01), 99.7 (98.8-99.9)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.00,(0.00-0.01), 99.7,(98.8-99.9),0.00 (0.00-0.01), 99.7 (98.8-99.9)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.01,(0.00-0.01), 99.5,(98.9-99.7),0.01 (0.00-0.01), 99.5 (98.9-99.7)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.01,(0.00-0.06), 99.1,(93.7-99.9),0.01 (0.00-0.06), 99.1 (93.7-99.9)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.00,(0.00-0.02), 99.8,(98.5-100.0),0.00 (0.00-0.02), 99.8 (98.5-100.0)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.00,(0.00-0.01), 99.7,(98.7-99.9),0.00 (0.00-0.01), 99.7 (98.7-99.9)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.00,(0.00-0.01), 99.7,(98.7-99.9),0.00 (0.00-0.01), 99.7 (98.7-99.9)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.01,(0.00-0.01), 99.4,(98.7-99.7),0.01 (0.00-0.01), 99.4 (98.7-99.7)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.01,(0.00-0.03), 98.8,(96.7-99.5),0.01 (0.00-0.03), 98.8 (96.7-99.5)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.01,(0.00-0.02), 99.3,(98.4-99.7),0.01 (0.00-0.02), 99.3 (98.4-99.7)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.00,(0.00-0.01), 99.7,(99.0-99.9),0.00 (0.00-0.01), 99.7 (99.0-99.9)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.00,(0.00-0.01), 99.6,(98.8-99.8),0.00 (0.00-0.01), 99.6 (98.8-99.8)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.01,(0.00-0.02), 99.0,(98.0-99.6),0.01 (0.00-0.02), 99.0 (98.0-99.6)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.00,(0.00-0.01), 99.6,(99.1-99.8),0.00 (0.00-0.01), 99.6 (99.1-99.8)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.03), 98.8,(96.9-99.6),0.01 (0.00-0.03), 98.8 (96.9-99.6)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.01,(0.00-0.02), 99.4,(98.5-99.7),0.01 (0.00-0.02), 99.4 (98.5-99.7)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.00,(0.00-0.01), 99.7,(99.1-99.9),0.00 (0.00-0.01), 99.7 (99.1-99.9)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.00,(0.00-0.01), 99.6,(99.0-99.9),0.00 (0.00-0.01), 99.6 (99.0-99.9)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.01,(0.00-0.02), 99.2,(98.4-99.6),0.01 (0.00-0.02), 99.2 (98.4-99.6)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.00,(0.00-0.01), 99.7,(99.3-99.9),0.00 (0.00-0.01), 99.7 (99.3-99.9)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.00,(0.00-0.00),100.0,(100.0-100.0),0.00 (0.00-0.00),100.0 (100.0-100.0)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.00-0.03), 98.8,(96.9-99.6),0.01 (0.00-0.03), 98.8 (96.9-99.6)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.01,(0.00-0.02), 99.2,(98.1-99.7),0.01 (0.00-0.02), 99.2 (98.1-99.7)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.00,(0.00-0.01), 99.7,(99.0-99.9),0.00 (0.00-0.01), 99.7 (99.0-99.9)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.00,(0.00-0.01), 99.6,(98.9-99.8),0.00 (0.00-0.01), 99.6 (98.9-99.8)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.01,(0.00-0.02), 99.2,(98.2-99.6),0.01 (0.00-0.02), 99.2 (98.2-99.6)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.00,(0.00-0.01), 99.7,(99.2-99.9),0.00 (0.00-0.01), 99.7 (99.2-99.9)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.19,(0.15-0.25), 81.0,(75.5-85.3),0.19 (0.15-0.25), 81.0 (75.5-85.3)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.25,(0.21-0.30), 75.1,(69.8-79.4),0.25 (0.21-0.30), 75.1 (69.8-79.4)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.26,(0.22-0.30), 73.9,(69.8-77.5),0.26 (0.22-0.30), 73.9 (69.8-77.5)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.27,(0.24-0.32), 72.7,(68.4-76.4),0.27 (0.24-0.32), 72.7 (68.4-76.4)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.23,(0.20-0.26), 77.3,(73.5-80.5),0.23 (0.20-0.26), 77.3 (73.5-80.5)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.27,(0.23-0.31), 73.2,(68.9-76.9),0.27 (0.23-0.31), 73.2 (68.9-76.9)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.27,(0.24-0.30), 73.1,(69.7-76.1),0.27 (0.24-0.30), 73.1 (69.7-76.1)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.19,(0.15-0.25), 80.7,(75.1-85.0),0.19 (0.15-0.25), 80.7 (75.1-85.0)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.26,(0.21-0.31), 74.4,(69.1-78.8),0.26 (0.21-0.31), 74.4 (69.1-78.8)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.27,(0.23-0.31), 73.3,(69.1-76.9),0.27 (0.23-0.31), 73.3 (69.1-76.9)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.28,(0.24-0.32), 72.4,(68.1-76.1),0.28 (0.24-0.32), 72.4 (68.1-76.1)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.22,(0.19-0.26), 77.5,(73.8-80.7),0.22 (0.19-0.26), 77.5 (73.8-80.7)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.26,(0.22-0.30), 74.1,(69.9-77.7),0.26 (0.22-0.30), 74.1 (69.9-77.7)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.24,(0.22-0.28), 75.6,(72.3-78.5),0.24 (0.22-0.28), 75.6 (72.3-78.5)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.21,(0.16-0.28), 78.6,(72.2-83.5),0.21 (0.16-0.28), 78.6 (72.2-83.5)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.28,(0.23-0.34), 71.7,(65.7-76.6),0.28 (0.23-0.34), 71.7 (65.7-76.6)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.30,(0.26-0.34), 70.4,(65.6-74.4),0.30 (0.26-0.34), 70.4 (65.6-74.4)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.32,(0.28-0.37), 67.9,(62.9-72.3),0.32 (0.28-0.37), 67.9 (62.9-72.3)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.26,(0.22-0.31), 73.9,(69.4-77.6),0.26 (0.22-0.31), 73.9 (69.4-77.6)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.31,(0.26-0.36), 69.2,(64.1-73.6),0.31 (0.26-0.36), 69.2 (64.1-73.6)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.29,(0.25-0.33), 71.0,(67.0-74.6),0.29 (0.25-0.33), 71.0 (67.0-74.6)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.10,(0.06-0.17), 90.2,(82.6-94.4),0.10 (0.06-0.17), 90.2 (82.6-94.4)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.20,(0.14-0.27), 80.3,(72.7-85.8),0.20 (0.14-0.27), 80.3 (72.7-85.8)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.17,(0.14-0.22), 82.7,(77.9-86.5),0.17 (0.14-0.22), 82.7 (77.9-86.5)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.17,(0.13-0.21), 83.4,(78.9-86.9),0.17 (0.13-0.21), 83.4 (78.9-86.9)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.18,(0.14-0.22), 82.3,(77.9-85.8),0.18 (0.14-0.22), 82.3 (77.9-85.8)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.19,(0.15-0.24), 80.9,(76.3-84.6),0.19 (0.15-0.24), 80.9 (76.3-84.6)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.27,(0.24-0.31), 72.9,(68.9-76.4),0.27 (0.24-0.31), 72.9 (68.9-76.4)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.10,(0.05-0.17), 90.5,(83.1-94.6),0.10 (0.05-0.17), 90.5 (83.1-94.6)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.19,(0.14-0.27), 80.7,(73.2-86.1),0.19 (0.14-0.27), 80.7 (73.2-86.1)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.17,(0.14-0.22), 82.7,(77.9-86.5),0.17 (0.14-0.22), 82.7 (77.9-86.5)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.17,(0.13-0.21), 83.4,(78.9-86.9),0.17 (0.13-0.21), 83.4 (78.9-86.9)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.17,(0.14-0.22), 82.7,(78.3-86.2),0.17 (0.14-0.22), 82.7 (78.3-86.2)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.18,(0.15-0.23), 81.8,(77.3-85.4),0.18 (0.15-0.23), 81.8 (77.3-85.4)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.23,(0.20-0.27), 76.5,(72.7-79.8),0.23 (0.20-0.27), 76.5 (72.7-79.8)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.10,(0.06-0.18), 90.0,(82.3-94.4),0.10 (0.06-0.18), 90.0 (82.3-94.4)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.22,(0.16-0.30), 78.3,(69.8-84.5),0.22 (0.16-0.30), 78.3 (69.8-84.5)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.21,(0.16-0.27), 79.1,(73.0-83.8),0.21 (0.16-0.27), 79.1 (73.0-83.8)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.21,(0.16-0.26), 79.3,(73.6-83.8),0.21 (0.16-0.26), 79.3 (73.6-83.8)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.21,(0.17-0.27), 78.9,(73.4-83.3),0.21 (0.17-0.27), 78.9 (73.4-83.3)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.22,(0.18-0.28), 77.8,(72.2-82.3),0.22 (0.18-0.28), 77.8 (72.2-82.3)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.29,(0.25-0.34), 71.2,(66.3-75.4),0.29 (0.25-0.34), 71.2 (66.3-75.4)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.24,(0.18-0.32), 75.8,(67.8-81.8),0.24 (0.18-0.32), 75.8 (67.8-81.8)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.28,(0.22-0.35), 72.4,(65.5-77.9),0.28 (0.22-0.35), 72.4 (65.5-77.9)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.30,(0.26-0.36), 69.9,(64.5-74.4),0.30 (0.26-0.36), 69.9 (64.5-74.4)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.31,(0.27-0.37), 68.6,(63.1-73.3),0.31 (0.27-0.37), 68.6 (63.1-73.3)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.23,(0.19-0.27), 77.2,(72.7-80.9),0.23 (0.19-0.27), 77.2 (72.7-80.9)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.28,(0.24-0.33), 71.8,(66.6-76.2),0.28 (0.24-0.33), 71.8 (66.6-76.2)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.28,(0.25-0.32), 71.7,(67.8-75.1),0.28 (0.25-0.32), 71.7 (67.8-75.1)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.24,(0.18-0.32), 76.1,(68.2-82.0),0.24 (0.18-0.32), 76.1 (68.2-82.0)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.27,(0.22-0.34), 72.6,(65.8-78.0),0.27 (0.22-0.34), 72.6 (65.8-78.0)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.30,(0.25-0.35), 70.1,(64.7-74.6),0.30 (0.25-0.35), 70.1 (64.7-74.6)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.31,(0.27-0.37), 68.8,(63.4-73.5),0.31 (0.27-0.37), 68.8 (63.4-73.5)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.22,(0.19-0.27), 77.6,(73.2-81.3),0.22 (0.19-0.27), 77.6 (73.2-81.3)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.27,(0.23-0.32), 72.8,(67.6-77.1),0.27 (0.23-0.32), 72.8 (67.6-77.1)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.26,(0.22-0.29), 74.4,(70.6-77.7),0.26 (0.22-0.29), 74.4 (70.6-77.7)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.26,(0.20-0.35), 73.8,(65.0-80.4),0.26 (0.20-0.35), 73.8 (65.0-80.4)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.30,(0.24-0.38), 70.0,(62.4-76.0),0.30 (0.24-0.38), 70.0 (62.4-76.0)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.32,(0.27-0.38), 67.6,(61.7-72.6),0.32 (0.27-0.38), 67.6 (61.7-72.6)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.35,(0.30-0.42), 64.6,(58.3-70.0),0.35 (0.30-0.42), 64.6 (58.3-70.0)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.26,(0.21-0.31), 74.3,(69.1-78.6),0.26 (0.21-0.31), 74.3 (69.1-78.6)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.32,(0.27-0.38), 67.9,(61.7-73.2),0.32 (0.27-0.38), 67.9 (61.7-73.2)
