stratum,brand_descr,var_label,label,HR,CI,HR_ECI
1,BNT162b2,Morbidity count,3,1.09,(1.01-1.18),1.09 (1.01-1.18)
1,BNT162b2,Morbidity count,4+,1.12,(0.99-1.26),1.12 (0.99-1.26)
1,BNT162b2,Shielding criteria met,Shielding criteria met,1.06,(1.04-1.09),1.06 (1.04-1.09)
1,BNT162b2,Flu vaccine in previous 5 years,Flu vaccine in previous 5 years,1.72,(1.65-1.80),1.72 (1.65-1.80)
1,BNT162b2,Frailty,None,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Frailty,Mild,1.12,(1.06-1.19),1.12 (1.06-1.19)
1,BNT162b2,Frailty,Moderate,1.07,(1.01-1.14),1.07 (1.01-1.14)
1,BNT162b2,Frailty,Severe,0.94,(0.88-1.00),0.94 (0.88-1.00)
1,BNT162b2,region,East Midlands,1,(NA-NA),1 (NA-NA)
1,BNT162b2,region,Yorkshire and The Humber,0.16,(0.05-0.49),0.16 (0.05-0.49)
1,BNT162b2,region,North East,1.19,(0.22-6.33),1.19 (0.22-6.33)
1,BNT162b2,region,East,35.15,(13.00-95.06),35.15 (13.00-95.06)
1,BNT162b2,region,South East,0.44,(0.08-2.42),0.44 (0.08-2.42)
1,BNT162b2,region,South West,0.02,(0.00-0.07),0.02 (0.00-0.07)
1,BNT162b2,region,North West,0.62,(0.12-3.12),0.62 (0.12-3.12)
1,BNT162b2,region,London,0.04,(0.00-2.21),0.04 (0.00-2.21)
1,BNT162b2,region,West Midlands,0.00,(0.00-0.00),0.00 (0.00-0.00)
1,BNT162b2,Time since suspected COVID,Not suspected,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Time since suspected COVID,1-21,1.66,(1.39-1.96),1.66 (1.39-1.96)
1,BNT162b2,Time since suspected COVID,22-28,0.80,(0.49-1.32),0.80 (0.49-1.32)
1,BNT162b2,Time since suspected COVID,29+,0.78,(0.51-1.21),0.78 (0.51-1.21)
1,BNT162b2,Time since discharge from infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Time since discharge from infectious hosp admission,In hospital,0.87,(0.84-0.90),0.87 (0.84-0.90)
1,BNT162b2,Time since discharge from infectious hosp admission,1-21,0.53,(0.46-0.61),0.53 (0.46-0.61)
1,BNT162b2,Time since discharge from infectious hosp admission,22-28,0.69,(0.52-0.92),0.69 (0.52-0.92)
1,BNT162b2,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
1,BNT162b2,Time since discharge from non-infectious hosp admission,In hospital,0.93,(0.88-0.98),0.93 (0.88-0.98)
1,BNT162b2,Time since discharge from non-infectious hosp admission,1-21,0.46,(0.31-0.69),0.46 (0.31-0.69)
1,BNT162b2,Time since discharge from non-infectious hosp admission,22-28,0.48,(0.24-0.97),0.48 (0.24-0.97)
1,ChAdOx1,Age,Age,0.97,(0.84-1.12),0.97 (0.84-1.12)
1,ChAdOx1,Age,Age²,1.00,(1.00-1.00),1.00 (1.00-1.00)
1,ChAdOx1,Sex,Female,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Sex,Male,0.98,(0.94-1.01),0.98 (0.94-1.01)
1,ChAdOx1,IMD,1 most deprived,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,IMD,2,1.04,(0.97-1.11),1.04 (0.97-1.11)
1,ChAdOx1,IMD,3,1.16,(1.09-1.23),1.16 (1.09-1.23)
1,ChAdOx1,IMD,4,1.19,(1.11-1.26),1.19 (1.11-1.26)
1,ChAdOx1,IMD,5 least deprived,1.16,(1.09-1.24),1.16 (1.09-1.24)
1,ChAdOx1,Ethnicity,White,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Ethnicity,Black,0.61,(0.52-0.71),0.61 (0.52-0.71)
1,ChAdOx1,Ethnicity,South Asian,0.59,(0.52-0.67),0.59 (0.52-0.67)
1,ChAdOx1,Ethnicity,Mixed,0.64,(0.47-0.87),0.64 (0.47-0.87)
1,ChAdOx1,Ethnicity,Other,0.57,(0.42-0.76),0.57 (0.42-0.76)
1,ChAdOx1,Body Mass Index,Not obese,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Body Mass Index,Obese I (30-34.9),1.02,(0.96-1.08),1.02 (0.96-1.08)
1,ChAdOx1,Body Mass Index,Obese II (35-39.9),1.03,(0.93-1.14),1.03 (0.93-1.14)
1,ChAdOx1,Body Mass Index,Obese III (40+),0.88,(0.75-1.03),0.88 (0.75-1.03)
1,ChAdOx1,Heart failure,Heart failure,1.02,(0.96-1.09),1.02 (0.96-1.09)
1,ChAdOx1,Other heart disease,Other heart disease,0.99,(0.93-1.05),0.99 (0.93-1.05)
1,ChAdOx1,Dialysis,Dialysis,1.11,(0.85-1.43),1.11 (0.85-1.43)
1,ChAdOx1,Diabetes,Diabetes,0.97,(0.91-1.04),0.97 (0.91-1.04)
1,ChAdOx1,Chronic liver disease,Chronic liver disease,1.00,(0.87-1.15),1.00 (0.87-1.15)
1,ChAdOx1,COPD,COPD,0.93,(0.86-1.00),0.93 (0.86-1.00)
1,ChAdOx1,Other respiratory conditions,Other respiratory conditions,0.93,(0.86-1.00),0.93 (0.86-1.00)
1,ChAdOx1,Lung Cancer,Lung Cancer,0.84,(0.71-0.98),0.84 (0.71-0.98)
1,ChAdOx1,Haematological cancer,Haematological cancer,0.92,(0.84-1.00),0.92 (0.84-1.00)
1,ChAdOx1,"Cancer excl. lung, haemo","Cancer excl. lung, haemo",0.99,(0.93-1.05),0.99 (0.93-1.05)
1,ChAdOx1,Dementia,Dementia,0.95,(0.88-1.03),0.95 (0.88-1.03)
1,ChAdOx1,Other neurological conditions,Other neurological conditions,0.96,(0.86-1.07),0.96 (0.86-1.07)
1,ChAdOx1,Learning disabilities,Learning disabilities,0.73,(0.37-1.45),0.73 (0.37-1.45)
1,ChAdOx1,Serious mental illness,Serious mental illness,0.89,(0.75-1.05),0.89 (0.75-1.05)
1,ChAdOx1,Morbidity count,1,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Morbidity count,1,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Morbidity count,2,1.05,(0.98-1.14),1.05 (0.98-1.14)
1,ChAdOx1,Morbidity count,3,1.05,(0.93-1.18),1.05 (0.93-1.18)
1,ChAdOx1,Morbidity count,4+,1.05,(0.87-1.26),1.05 (0.87-1.26)
1,ChAdOx1,Shielding criteria met,Shielding criteria met,1.04,(1.00-1.08),1.04 (1.00-1.08)
1,ChAdOx1,Flu vaccine in previous 5 years,Flu vaccine in previous 5 years,1.86,(1.75-1.98),1.86 (1.75-1.98)
1,ChAdOx1,Frailty,None,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Frailty,Mild,1.17,(1.05-1.31),1.17 (1.05-1.31)
1,ChAdOx1,Frailty,Moderate,1.25,(1.12-1.39),1.25 (1.12-1.39)
1,ChAdOx1,Frailty,Severe,1.30,(1.16-1.45),1.30 (1.16-1.45)
1,ChAdOx1,region,East Midlands,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,region,Yorkshire and The Humber,0.01,(0.00-32.88),0.01 (0.00-32.88)
1,ChAdOx1,region,North East,1.03,(0.00-2 859.85),1.03 (0.00-2 859.85)
1,ChAdOx1,region,East,6.20,(0.00-14 257.57),6.20 (0.00-14 257.57)
1,ChAdOx1,region,South East,0.00,(0.00-0.00),0.00 (0.00-0.00)
1,ChAdOx1,region,South West,0.00,(0.00-0.00),0.00 (0.00-0.00)
1,ChAdOx1,region,North West,515.40,(0.25-1 056 763.37),515.40 (0.25-1 056 763.37)
1,ChAdOx1,region,London,0.00,(0.00-0.00),0.00 (0.00-0.00)
1,ChAdOx1,region,West Midlands,348.39,(0.14-838 233.43),348.39 (0.14-838 233.43)
1,ChAdOx1,Time since suspected COVID,Not suspected,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Time since suspected COVID,1-21,1.13,(0.84-1.52),1.13 (0.84-1.52)
1,ChAdOx1,Time since suspected COVID,22-28,0.83,(0.45-1.51),0.83 (0.45-1.51)
1,ChAdOx1,Time since suspected COVID,29+,1.01,(0.74-1.36),1.01 (0.74-1.36)
1,ChAdOx1,Time since discharge from infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Time since discharge from infectious hosp admission,In hospital,0.06,(0.04-0.11),0.06 (0.04-0.11)
1,ChAdOx1,Time since discharge from infectious hosp admission,1-21,0.81,(0.71-0.92),0.81 (0.71-0.92)
1,ChAdOx1,Time since discharge from infectious hosp admission,22-28,1.11,(0.85-1.46),1.11 (0.85-1.46)
1,ChAdOx1,Time since discharge from non-infectious hosp admission,Not in hospital,1,(NA-NA),1 (NA-NA)
1,ChAdOx1,Time since discharge from non-infectious hosp admission,In hospital,0.35,(0.15-0.79),0.35 (0.15-0.79)
1,ChAdOx1,Time since discharge from non-infectious hosp admission,1-21,0.96,(0.64-1.43),0.96 (0.64-1.43)
1,ChAdOx1,Time since discharge from non-infectious hosp admission,22-28,1.25,(0.66-2.36),1.25 (0.66-2.36)
