outcome,outcome_descr,brand,brand_descr,recent_postestperiod,model,model_descr,model_descr_wrap,term,term_left,term_right,term_midpoint,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,ve,ve.ll,ve.ul,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-0.9519838457911505,0.06218540753353333,-15.308798053269902,6.678674859382029e-53,-1.0738650049208216,-0.8301026866614795,0.385974549437363,0.34168534648923227,0.4360045121749759,0.614025450562637,0.5639954878250242,0.6583146535107678,0.39,(0.34-0.44),61.4,(56.4-65.8),0.39 (0.34-0.44),61.4 (56.4-65.8)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.056662730695816,0.07428838623008127,-14.223794381845735,6.521864340955446e-46,-1.2022652921763766,-0.9110601692152556,0.34761395812177276,0.3005126912335562,0.40209770637331654,0.6523860418782272,0.5979022936266835,0.6994873087664438,0.35,(0.30-0.40),65.2,(59.8-69.9),0.35 (0.30-0.40),65.2 (59.8-69.9)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-0.9795529665096914,0.06347396892597958,-15.432357281013907,9.918045823159322e-54,-1.103959659560426,-0.8551462734589569,0.3754789129883457,0.3315556336151079,0.4252209879883201,0.6245210870116543,0.5747790120116799,0.668444366384892,0.38,(0.33-0.43),62.5,(57.5-66.8),0.38 (0.33-0.43),62.5 (57.5-66.8)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-0.7626697649040877,0.04848244830004784,-15.730842637815696,9.296560474169567e-56,-0.8576936174545066,-0.6676459123536688,0.4664195327940845,0.4241391823083708,0.5129146036163295,0.5335804672059155,0.48708539638367054,0.5758608176916292,0.47,(0.42-0.51),53.4,(48.7-57.6),0.47 (0.42-0.51),53.4 (48.7-57.6)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-0.6043844528721148,0.04130463419176459,-14.632364253999818,1.7461235430923462e-48,-0.6853400482825751,-0.5234288574616546,0.546410664659196,0.5039188436993834,0.5924855126700029,0.45358933534080403,0.40751448732999707,0.49608115630061655,0.55,(0.50-0.59),45.4,(40.8-49.6),0.55 (0.50-0.59),45.4 (40.8-49.6)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-0.920487950408003,0.07056021509764329,-13.045424381632126,6.748019591758224e-39,-1.0587834307407833,-0.7821924700752229,0.3983246309909196,0.3468775543069442,0.4574020708000476,0.6016753690090804,0.5425979291999524,0.6531224456930558,0.40,(0.35-0.46),60.2,(54.3-65.3),0.40 (0.35-0.46),60.2 (54.3-65.3)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-0.49063293364610666,0.052049991110534606,-9.42618669432982,4.252691122141984e-21,-0.5926490416183845,-0.3886168256738289,0.6122387650117571,0.5528607919448387,0.6779940101459039,0.3877612349882429,0.3220059898540961,0.4471392080551613,0.61,(0.55-0.68),38.8,(32.2-44.7),0.61 (0.55-0.68),38.8 (32.2-44.7)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-0.7142886032762776,0.06812825078993737,-10.484470025198108,1.0181487070044175e-25,-0.8478175211542673,-0.5807596853982879,0.48954024527776124,0.4283487746713744,0.5594731814756978,0.5104597547222387,0.4405268185243022,0.5716512253286257,0.49,(0.43-0.56),51.0,(44.1-57.2),0.49 (0.43-0.56),51.0 (44.1-57.2)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-0.8337297549753575,0.08399236678649542,-9.926256240577892,3.200468670525439e-23,-0.9983517688531668,-0.6691077410975483,0.43442595851570903,0.3684862915020848,0.5121653580733675,0.5655740414842909,0.4878346419266325,0.6315137084979152,0.43,(0.37-0.51),56.6,(48.8-63.2),0.43 (0.37-0.51),56.6 (48.8-63.2)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-0.8082367561135744,0.07284001229001276,-11.096054636778161,1.3110443883963774e-28,-0.9510005568354543,-0.6654729553916945,0.4456431514334804,0.3863542606013076,0.5140303567779312,0.5543568485665196,0.4859696432220688,0.6136457393986924,0.45,(0.39-0.51),55.4,(48.6-61.4),0.45 (0.39-0.51),55.4 (48.6-61.4)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-0.6091700987418398,0.057032396045967146,-10.681124079915195,1.2475182122324464e-26,-0.72095154094396,-0.49738865653971964,0.5438019838088184,0.48628931154907207,0.6081165893866554,0.4561980161911816,0.39188341061334464,0.5137106884509279,0.54,(0.49-0.61),45.6,(39.2-51.4),0.54 (0.49-0.61),45.6 (39.2-51.4)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-0.3617072465730362,0.04563008471457137,-7.926946636974569,2.2459974282811236e-15,-0.4511405692251077,-0.2722739239209647,0.6964862367312931,0.6369013071619782,0.7616455995634326,0.30351376326870694,0.23835440043656742,0.36309869283802176,0.70,(0.64-0.76),30.4,(23.8-36.3),0.70 (0.64-0.76),30.4 (23.8-36.3)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-1.059597762605555,0.05979851027451871,-17.719467554312466,2.9670734731382986e-70,-1.17680068907276,-0.9423948361383501,0.3465951958436485,0.3082633930953112,0.38969346498030305,0.6534048041563515,0.610306535019697,0.6917366069046889,0.35,(0.31-0.39),65.3,(61.0-69.2),0.35 (0.31-0.39),65.3 (61.0-69.2)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-0.7376705135368644,0.04981072098874146,-14.80947271780301,1.2723446674456182e-49,-0.8352977327187711,-0.6400432943549579,0.478226641465442,0.43374532203247235,0.5272695957518471,0.521773358534558,0.47273040424815294,0.5662546779675277,0.48,(0.43-0.53),52.2,(47.3-56.6),0.48 (0.43-0.53),52.2 (47.3-56.6)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-0.9688358840384279,0.061729087064733096,-15.694965373818736,1.6373196915659945e-55,-1.0898226714838422,-0.8478490965930138,0.3795245916787338,0.33627611976521415,0.42833524958440905,0.6204754083212662,0.571664750415591,0.6637238802347858,0.38,(0.34-0.43),62.0,(57.2-66.4),0.38 (0.34-0.43),62.0 (57.2-66.4)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.0692447808208345,0.07368616561115689,-14.510794149111474,1.0351514472692737e-47,-1.2136670115775559,-0.9248225500641132,0.3432676618727923,0.2971057890308906,0.39660178979333993,0.6567323381272077,0.6033982102066601,0.7028942109691094,0.34,(0.30-0.40),65.7,(60.3-70.3),0.34 (0.30-0.40),65.7 (60.3-70.3)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-0.9872137386453338,0.06200616006567501,-15.92122036906829,4.5148423187793245e-57,-1.1087435791936826,-0.8656838980969851,0.372613444458838,0.32997328603954096,0.42076369471570535,0.627386555541162,0.5792363052842946,0.670026713960459,0.37,(0.33-0.42),62.7,(57.9-67.0),0.37 (0.33-0.42),62.7 (57.9-67.0)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-0.7601999056388229,0.048397608326076154,-15.707385797186896,1.3461660146489762e-55,-0.855057474895808,-0.6653423363818378,0.46757294719794384,0.42525874867759683,0.5140975032993803,0.5324270528020562,0.4859024967006197,0.5747412513224032,0.47,(0.43-0.51),53.2,(48.6-57.5),0.47 (0.43-0.51),53.2 (48.6-57.5)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-0.613727550666615,0.04121958164997694,-14.889223182277455,3.872425612083115e-50,-0.6945164461583779,-0.5329386551748521,0.541329271325074,0.4993158357089917,0.5868778016568295,0.458670728674926,0.41312219834317054,0.5006841642910083,0.54,(0.50-0.59),45.9,(41.3-50.1),0.54 (0.50-0.59),45.9 (41.3-50.1)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-1.070600054787967,0.059873477472807746,-17.881040152949073,1.6571633157798473e-71,-1.1879499142638406,-0.9532501953120937,0.34280275525597553,0.3048455834763017,0.38548608010331775,0.6571972447440244,0.6145139198966822,0.6951544165236982,0.34,(0.30-0.39),65.7,(61.5-69.5),0.34 (0.30-0.39),65.7 (61.5-69.5)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-0.7193790681297411,0.050067022313036585,-14.368321399901332,8.17896565206697e-47,-0.817508628676456,-0.6212495075830261,0.4870545898032631,0.44153030130030685,0.5372726917038435,0.5129454101967369,0.4627273082961565,0.5584696986996931,0.49,(0.44-0.54),51.3,(46.3-55.8),0.49 (0.44-0.54),51.3 (46.3-55.8)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-0.9519838457914543,0.062185407533434114,-15.308798053299212,6.678674856372633e-53,-1.0738650049209308,-0.8301026866619777,0.3859745494372457,0.34168534648919496,0.43600451217475866,0.6140254505627543,0.5639954878252413,0.6583146535108051,0.39,(0.34-0.44),61.4,(56.4-65.8),0.39 (0.34-0.44),61.4 (56.4-65.8)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.0566627306961955,0.07428838622999397,-14.22379438186756,6.521864338920986e-46,-1.202265292176585,-0.9110601692158061,0.34761395812164086,0.30051269123349356,0.40209770637309517,0.6523860418783591,0.5979022936269048,0.6994873087665064,0.35,(0.30-0.40),65.2,(59.8-69.9),0.35 (0.30-0.40),65.2 (59.8-69.9)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-0.9795529665100959,0.06347396892590992,-15.432357281037214,9.918045819577037e-54,-1.103959659560694,-0.855146273459498,0.37547891298819375,0.33155563361501905,0.42522098798808994,0.6245210870118063,0.5747790120119101,0.668444366384981,0.38,(0.33-0.43),62.5,(57.5-66.8),0.38 (0.33-0.43),62.5 (57.5-66.8)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-0.762669764904253,0.04848244829999923,-15.730842637834877,9.296560471353224e-56,-0.8576936174545766,-0.6676459123539293,0.4664195327940074,0.4241391823083411,0.5129146036161958,0.5335804672059926,0.4870853963838042,0.5758608176916589,0.47,(0.42-0.51),53.4,(48.7-57.6),0.47 (0.42-0.51),53.4 (48.7-57.6)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-0.6043844528721104,0.041304634191690864,-14.632364254025829,1.746123542424687e-48,-0.6853400482824261,-0.5234288574617947,0.5464106646591984,0.5039188436994586,0.5924855126699199,0.4535893353408016,0.4075144873300801,0.4960811563005414,0.55,(0.50-0.59),45.4,(40.8-49.6),0.55 (0.50-0.59),45.4 (40.8-49.6)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-0.9204879504079445,0.07056021509765133,-13.045424381629811,6.748019591963164e-39,-1.0587834307407404,-0.7821924700751486,0.3983246309909429,0.3468775543069591,0.45740207080008155,0.601675369009057,0.5425979291999184,0.6531224456930409,0.40,(0.35-0.46),60.2,(54.3-65.3),0.40 (0.35-0.46),60.2 (54.3-65.3)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-0.49063293364595295,0.05204999111054618,-9.42618669432477,4.252691122346658e-21,-0.5926490416182534,-0.3886168256736525,0.6122387650118511,0.5528607919449112,0.6779940101460235,0.38776123498814885,0.32200598985397655,0.4471392080550888,0.61,(0.55-0.68),38.8,(32.2-44.7),0.61 (0.55-0.68),38.8 (32.2-44.7)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-0.7142886032761144,0.06812825078995473,-10.48447002519304,1.0181487070589999e-25,-0.8478175211541381,-0.5807596853980908,0.4895402452778411,0.42834877467142973,0.559473181475808,0.5104597547221589,0.44052681852419195,0.5716512253285703,0.49,(0.43-0.56),51.0,(44.1-57.2),0.49 (0.43-0.56),51.0 (44.1-57.2)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-0.8337297549752767,0.08399236678651047,-9.926256240575153,3.200468670613325e-23,-0.9983517688531154,-0.669107741097438,0.43442595851574417,0.3684862915021037,0.5121653580734241,0.5655740414842558,0.4878346419265759,0.6315137084978963,0.43,(0.37-0.51),56.6,(48.8-63.2),0.43 (0.37-0.51),56.6 (48.8-63.2)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-0.8082367561135866,0.07284001229002747,-11.096054636776088,1.3110443884267752e-28,-0.9510005568354953,-0.6654729553916778,0.44564315143347494,0.38635426060129174,0.5140303567779397,0.5543568485665251,0.48596964322206027,0.6136457393987083,0.45,(0.39-0.51),55.4,(48.6-61.4),0.45 (0.39-0.51),55.4 (48.6-61.4)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-0.6091700987417606,0.057032396045978984,-10.681124079911589,1.2475182122809099e-26,-0.720951540943904,-0.4973886565396173,0.5438019838088614,0.48628931154909927,0.6081165893867175,0.45619801619113864,0.39188341061328247,0.5137106884509007,0.54,(0.49-0.61),45.6,(39.2-51.4),0.54 (0.49-0.61),45.6 (39.2-51.4)
postest,"Positive
SARS-CoV-2
test",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-0.36170724657288045,0.045630084714587966,-7.926946636968272,2.2459974283949697e-15,-0.45114056922498447,-0.27227392392077643,0.6964862367314015,0.6369013071620567,0.761645599563576,0.30351376326859847,0.23835440043642397,0.36309869283794327,0.70,(0.64-0.76),30.4,(23.8-36.3),0.70 (0.64-0.76),30.4 (23.8-36.3)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-1.562130970830404,0.07474097585419842,-20.900596399460238,5.288019594491312e-97,-1.7086205916740107,-1.4156413499867975,0.2096887541416962,0.18111545254925226,0.24276986306035783,0.7903112458583038,0.7572301369396421,0.8188845474507478,0.21,(0.18-0.24),79.0,(75.7-81.9),0.21 (0.18-0.24),79.0 (75.7-81.9)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-1.2760093491541256,0.04691657170487175,-27.197412402185954,6.969119709197078e-163,-1.3679641399737652,-1.184054558334486,0.27914906710225773,0.25462481271355336,0.306035381366087,0.7208509328977423,0.693964618633913,0.7453751872864467,0.28,(0.25-0.31),72.1,(69.4-74.5),0.28 (0.25-0.31),72.1 (69.4-74.5)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-1.5329134608600692,0.06213824562901662,-24.66940360711192,2.2788563426390023e-134,-1.6547021843554452,-1.4111247373646931,0.2159057172375196,0.1911489743844197,0.2438688404474501,0.7840942827624804,0.75613115955255,0.8088510256155803,0.22,(0.19-0.24),78.4,(75.6-80.9),0.22 (0.19-0.24),78.4 (75.6-80.9)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.6112923155226597,0.07161675340203907,-22.498818209159186,4.262688315532244e-112,-1.7516585728803427,-1.4709260581649768,0.1996294630509034,0.17348596558268448,0.22971265937358107,0.8003705369490965,0.7702873406264189,0.8265140344173155,0.20,(0.17-0.23),80.0,(77.0-82.7),0.20 (0.17-0.23),80.0 (77.0-82.7)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.5860077706348863,0.060769611854660927,-26.098698382804336,3.771963706016846e-150,-1.7051140212245,-1.4669015200452726,0.2047413567869165,0.18175166144686744,0.23063900954326008,0.7952586432130835,0.7693609904567399,0.8182483385531325,0.20,(0.18-0.23),79.5,(76.9-81.8),0.20 (0.18-0.23),79.5 (76.9-81.8)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-1.258818994547964,0.056032182120248034,-22.46599983999323,8.927978847993284e-112,-1.3686400534788392,-1.1489979356170887,0.28398922134606897,0.25445276651463805,0.3169542188338006,0.716010778653931,0.6830457811661994,0.7455472334853619,0.28,(0.25-0.32),71.6,(68.3-74.6),0.28 (0.25-0.32),71.6 (68.3-74.6)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-1.0675810702140809,0.0412773719478568,-25.86359111143731,1.7112414610610596e-147,-1.148483232608344,-0.9866789078198176,0.343839235257317,0.31711739811469963,0.3728127829163606,0.656160764742683,0.6271872170836394,0.6828826018853004,0.34,(0.32-0.37),65.6,(62.7-68.3),0.34 (0.32-0.37),65.6 (62.7-68.3)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-1.4947681766238419,0.07503933087915676,-19.91979618036593,2.741042682302657e-88,-1.6418425625709734,-1.3476937906767104,0.22430059682544135,0.19362295100799518,0.2598388128800482,0.7756994031745587,0.7401611871199518,0.8063770489920048,0.22,(0.19-0.26),77.6,(74.0-80.6),0.22 (0.19-0.26),77.6 (74.0-80.6)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-1.1747152605941462,0.04740713835436584,-24.779290658997642,1.4992172203831297e-135,-1.2676315443788106,-1.0817989768094818,0.3089069251409864,0.2814975473078233,0.33898515035980564,0.6910930748590136,0.6610148496401944,0.7185024526921767,0.31,(0.28-0.34),69.1,(66.1-71.9),0.31 (0.28-0.34),69.1 (66.1-71.9)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-1.4198705441560309,0.06282459439557683,-22.60055250362264,4.279836414911713e-113,-1.5430044865146983,-1.2967366017973634,0.24174531021460074,0.21373796293299815,0.2734226255776255,0.7582546897853992,0.7265773744223745,0.7862620370670018,0.24,(0.21-0.27),75.8,(72.7-78.6),0.24 (0.21-0.27),75.8 (72.7-78.6)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.5138770181059389,0.07259539103960935,-20.853624402683366,1.413032351020338e-96,-1.656161369987175,-1.3715926662247029,0.22005516411017692,0.1908702559479015,0.2537025740918712,0.7799448358898231,0.7462974259081288,0.8091297440520985,0.22,(0.19-0.25),78.0,(74.6-80.9),0.22 (0.19-0.25),78.0 (74.6-80.9)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.5183366390153914,0.06265154522756211,-24.234623958603244,9.605095182456428e-130,-1.6411314112371955,-1.3955418667935873,0.21907598650238605,0.19376069520053246,0.24769878025221775,0.780924013497614,0.7523012197477823,0.8062393047994676,0.22,(0.19-0.25),78.1,(75.2-80.6),0.22 (0.19-0.25),78.1 (75.2-80.6)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-1.1787824821497865,0.05642077460985563,-20.892702914856397,6.238671249895336e-97,-1.2893651683649554,-1.0681997959346177,0.30765308379010153,0.27544558917140577,0.3436265588796909,0.6923469162098985,0.656373441120309,0.7245544108285942,0.31,(0.28-0.34),69.2,(65.6-72.5),0.31 (0.28-0.34),69.2 (65.6-72.5)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-0.9800093067791944,0.041768426384715784,-23.462921436221663,9.757333362550243e-122,-1.06187391818415,-0.8981446953742389,0.3753076059301273,0.3458071884090885,0.40732467048189835,0.6246923940698728,0.5926753295181016,0.6541928115909115,0.38,(0.35-0.41),62.5,(59.3-65.4),0.38 (0.35-0.41),62.5 (59.3-65.4)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-1.1177511475518964,0.10866391558935415,-10.286313920215507,8.122655705134728e-25,-1.3307285085261311,-0.9047737865776618,0.32701437541025985,0.2642846575252635,0.40463340825881994,0.6729856245897401,0.5953665917411801,0.7357153424747365,0.33,(0.26-0.40),67.3,(59.5-73.6),0.33 (0.26-0.40),67.3 (59.5-73.6)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-0.9674436640213467,0.059483847544601655,-16.26397255651539,1.778249917834951e-59,-1.0840298628706373,-0.8508574651720562,0.3800533413948076,0.3382297560255652,0.4270485956133339,0.6199466586051924,0.5729514043866661,0.6617702439744348,0.38,(0.34-0.43),62.0,(57.3-66.2),0.38 (0.34-0.43),62.0 (57.3-66.2)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-1.1191740562899632,0.06664966255208636,-16.791893813645864,2.797730981256385e-63,-1.2498049944738003,-0.988543118106126,0.32654939468903343,0.28656067232669585,0.3721184289036166,0.6734506053109666,0.6278815710963834,0.7134393276733042,0.33,(0.29-0.37),67.3,(62.8-71.3),0.33 (0.29-0.37),67.3 (62.8-71.3)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-1.2474338803877094,0.07341639044619926,-16.991217803085124,9.538798881196679e-65,-1.3913273615371904,-1.1035403992382284,0.28724094655855736,0.24874491097686063,0.33169467088125165,0.7127590534414426,0.6683053291187484,0.7512550890231393,0.29,(0.25-0.33),71.3,(66.8-75.1),0.29 (0.25-0.33),71.3 (66.8-75.1)
