outcome_descr,brand_descr,stratum,model,model_descr,term,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.47,(0.39-0.57), 53.0,(43.5-60.9),0.47 (0.39-0.57), 53.0 (43.5-60.9)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.42,(0.34-0.53), 57.5,(46.8-66.1),0.42 (0.34-0.53), 57.5 (46.8-66.1)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.37,(0.27-0.49), 63.5,(51.4-72.6),0.37 (0.27-0.49), 63.5 (51.4-72.6)
"COVID-19
hospitalisation",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.41,(0.33-0.50), 59.3,(50.2-66.8),0.41 (0.33-0.50), 59.3 (50.2-66.8)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.01,(0.00-0.02), 99.4,(98.3-99.8),0.01 (0.00-0.02), 99.4 (98.3-99.8)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.01,(0.00-0.01), 99.4,(98.6-99.7),0.01 (0.00-0.01), 99.4 (98.6-99.7)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.01,(0.01-0.02), 98.9,(98.4-99.3),0.01 (0.01-0.02), 98.9 (98.4-99.3)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.01,(0.01-0.02), 98.8,(98.2-99.2),0.01 (0.01-0.02), 98.8 (98.2-99.2)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.01,(0.00-0.01), 99.3,(98.8-99.6),0.01 (0.00-0.01), 99.3 (98.8-99.6)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.01,(0.00-0.01), 99.4,(98.9-99.7),0.01 (0.00-0.01), 99.4 (98.9-99.7)
COVID-19 death,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.00,(0.00-0.00), 99.8,(99.6-99.9),0.00 (0.00-0.00), 99.8 (99.6-99.9)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.01,(0.00-0.02), 99.3,(98.1-99.7),0.01 (0.00-0.02), 99.3 (98.1-99.7)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.02), 99.3,(98.4-99.7),0.01 (0.00-0.02), 99.3 (98.4-99.7)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.01,(0.01-0.02), 98.8,(98.1-99.2),0.01 (0.01-0.02), 98.8 (98.1-99.2)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.01,(0.01-0.02), 98.6,(97.9-99.0),0.01 (0.01-0.02), 98.6 (97.9-99.0)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.01,(0.00-0.01), 99.2,(98.6-99.5),0.01 (0.00-0.01), 99.2 (98.6-99.5)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.01,(0.00-0.01), 99.3,(98.7-99.6),0.01 (0.00-0.01), 99.3 (98.7-99.6)
COVID-19 death,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.00,(0.00-0.01), 99.7,(99.5-99.8),0.00 (0.00-0.01), 99.7 (99.5-99.8)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.01,(0.00-0.02), 99.3,(98.1-99.7),0.01 (0.00-0.02), 99.3 (98.1-99.7)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.00-0.02), 99.3,(98.4-99.7),0.01 (0.00-0.02), 99.3 (98.4-99.7)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.01,(0.01-0.02), 98.7,(98.0-99.2),0.01 (0.01-0.02), 98.7 (98.0-99.2)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.01,(0.01-0.02), 98.5,(97.8-99.0),0.01 (0.01-0.02), 98.5 (97.8-99.0)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.01,(0.01-0.01), 99.1,(98.5-99.5),0.01 (0.01-0.01), 99.1 (98.5-99.5)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.01,(0.00-0.01), 99.3,(98.7-99.6),0.01 (0.00-0.01), 99.3 (98.7-99.6)
COVID-19 death,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.00,(0.00-0.01), 99.7,(99.5-99.8),0.00 (0.00-0.01), 99.7 (99.5-99.8)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.00,(0.00-0.02), 99.7,(98.2-100.0),0.00 (0.00-0.02), 99.7 (98.2-100.0)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.00,(0.00-0.01), 99.5,(98.5-99.8),0.00 (0.00-0.01), 99.5 (98.5-99.8)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.01,(0.00-0.01), 99.3,(98.7-99.6),0.01 (0.00-0.01), 99.3 (98.7-99.6)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.01,(0.00-0.01), 99.2,(98.7-99.6),0.01 (0.00-0.01), 99.2 (98.7-99.6)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.01,(0.00-0.01), 99.3,(98.7-99.6),0.01 (0.00-0.01), 99.3 (98.7-99.6)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.00,(0.00-0.01), 99.6,(99.2-99.9),0.00 (0.00-0.01), 99.6 (99.2-99.9)
COVID-19 death,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.00,(0.00-0.00), 99.8,(99.6-99.9),0.00 (0.00-0.00), 99.8 (99.6-99.9)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.00,(0.00-0.02), 99.7,(97.9-100.0),0.00 (0.00-0.02), 99.7 (97.9-100.0)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.02), 99.4,(98.3-99.8),0.01 (0.00-0.02), 99.4 (98.3-99.8)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.01,(0.00-0.02), 99.2,(98.4-99.6),0.01 (0.00-0.02), 99.2 (98.4-99.6)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.01,(0.01-0.02), 99.1,(98.4-99.5),0.01 (0.01-0.02), 99.1 (98.4-99.5)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.01,(0.01-0.02), 99.1,(98.4-99.5),0.01 (0.01-0.02), 99.1 (98.4-99.5)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.00,(0.00-0.01), 99.6,(99.0-99.8),0.00 (0.00-0.01), 99.6 (99.0-99.8)
COVID-19 death,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.00,(0.00-0.00), 99.8,(99.5-99.9),0.00 (0.00-0.00), 99.8 (99.5-99.9)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.00,(0.00-0.02), 99.7,(97.8-100.0),0.00 (0.00-0.02), 99.7 (97.8-100.0)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.00-0.02), 99.4,(98.2-99.8),0.01 (0.00-0.02), 99.4 (98.2-99.8)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.01,(0.00-0.02), 99.1,(98.4-99.5),0.01 (0.00-0.02), 99.1 (98.4-99.5)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.01,(0.01-0.02), 99.1,(98.4-99.5),0.01 (0.01-0.02), 99.1 (98.4-99.5)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.01,(0.01-0.02), 99.1,(98.3-99.5),0.01 (0.01-0.02), 99.1 (98.3-99.5)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.00,(0.00-0.01), 99.6,(98.9-99.8),0.00 (0.00-0.01), 99.6 (98.9-99.8)
COVID-19 death,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.00,(0.00-0.01), 99.7,(99.5-99.9),0.00 (0.00-0.01), 99.7 (99.5-99.9)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.01,(0.00-0.04), 98.9,(96.5-99.6),0.01 (0.00-0.04), 98.9 (96.5-99.6)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.01,(0.00-0.02), 99.2,(97.5-99.7),0.01 (0.00-0.02), 99.2 (97.5-99.7)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.02,(0.01-0.03), 98.4,(97.1-99.1),0.02 (0.01-0.03), 98.4 (97.1-99.1)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.02,(0.01-0.04), 97.9,(96.4-98.8),0.02 (0.01-0.04), 97.9 (96.4-98.8)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.00,(0.00-0.02), 99.6,(98.4-99.9),0.00 (0.00-0.02), 99.6 (98.4-99.9)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.01,(0.01-0.03), 98.7,(96.7-99.4),0.01 (0.01-0.03), 98.7 (96.7-99.4)
COVID-19 death,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.00,(0.00-0.01), 99.6,(98.8-99.9),0.00 (0.00-0.01), 99.6 (98.8-99.9)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.01,(0.00-0.04), 98.8,(96.4-99.6),0.01 (0.00-0.04), 98.8 (96.4-99.6)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.01,(0.00-0.03), 99.2,(97.4-99.7),0.01 (0.00-0.03), 99.2 (97.4-99.7)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.02,(0.01-0.03), 98.3,(96.9-99.1),0.02 (0.01-0.03), 98.3 (96.9-99.1)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.02,(0.01-0.04), 97.7,(96.1-98.7),0.02 (0.01-0.04), 97.7 (96.1-98.7)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.00,(0.00-0.02), 99.6,(98.3-99.9),0.00 (0.00-0.02), 99.6 (98.3-99.9)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.01,(0.01-0.04), 98.5,(96.4-99.4),0.01 (0.01-0.04), 98.5 (96.4-99.4)
COVID-19 death,ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.00,(0.00-0.01), 99.6,(98.7-99.9),0.00 (0.00-0.01), 99.6 (98.7-99.9)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.01,(0.00-0.04), 98.7,(96.1-99.6),0.01 (0.00-0.04), 98.7 (96.1-99.6)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.01,(0.00-0.03), 99.1,(97.2-99.7),0.01 (0.00-0.03), 99.1 (97.2-99.7)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.02,(0.01-0.04), 98.1,(96.5-98.9),0.02 (0.01-0.04), 98.1 (96.5-98.9)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.02,(0.01-0.04), 97.5,(95.7-98.6),0.02 (0.01-0.04), 97.5 (95.7-98.6)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.00,(0.00-0.02), 99.5,(98.1-99.9),0.00 (0.00-0.02), 99.5 (98.1-99.9)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.02,(0.01-0.04), 98.4,(96.1-99.3),0.02 (0.01-0.04), 98.4 (96.1-99.3)
COVID-19 death,ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.00,(0.00-0.01), 99.5,(98.6-99.9),0.00 (0.00-0.01), 99.5 (98.6-99.9)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.12,(0.10-0.15), 87.7,(84.8-90.1),0.12 (0.10-0.15), 87.7 (84.8-90.1)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.13,(0.11-0.16), 86.7,(84.2-88.7),0.13 (0.11-0.16), 86.7 (84.2-88.7)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.10,(0.09-0.11), 90.1,(88.7-91.4),0.10 (0.09-0.11), 90.1 (88.7-91.4)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.11,(0.10-0.13), 88.7,(87.3-90.0),0.11 (0.10-0.13), 88.7 (87.3-90.0)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.09,(0.08-0.11), 90.6,(89.3-91.8),0.09 (0.08-0.11), 90.6 (89.3-91.8)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.08,(0.07-0.09), 92.1,(90.9-93.1),0.08 (0.07-0.09), 92.1 (90.9-93.1)
"Non-COVID-19
death",Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.07,(0.07-0.08), 92.6,(92.1-93.1),0.07 (0.07-0.08), 92.6 (92.1-93.1)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.13,(0.11-0.16), 86.9,(83.8-89.4),0.13 (0.11-0.16), 86.9 (83.8-89.4)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.14,(0.12-0.17), 85.6,(83.0-87.9),0.14 (0.12-0.17), 85.6 (83.0-87.9)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.11,(0.09-0.12), 89.2,(87.6-90.6),0.11 (0.09-0.12), 89.2 (87.6-90.6)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.13,(0.11-0.14), 87.5,(85.9-88.9),0.13 (0.11-0.14), 87.5 (85.9-88.9)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.11,(0.09-0.12), 89.4,(87.9-90.7),0.11 (0.09-0.12), 89.4 (87.9-90.7)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.09,(0.08-0.10), 91.0,(89.7-92.2),0.09 (0.08-0.10), 91.0 (89.7-92.2)
"Non-COVID-19
death",Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.08,(0.08-0.09), 91.6,(91.0-92.2),0.08 (0.08-0.09), 91.6 (91.0-92.2)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.13,(0.11-0.16), 86.8,(83.6-89.3),0.13 (0.11-0.16), 86.8 (83.6-89.3)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.15,(0.12-0.17), 85.5,(82.8-87.7),0.15 (0.12-0.17), 85.5 (82.8-87.7)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.11,(0.10-0.13), 89.0,(87.4-90.4),0.11 (0.10-0.13), 89.0 (87.4-90.4)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.13,(0.11-0.14), 87.4,(85.7-88.8),0.13 (0.11-0.14), 87.4 (85.7-88.8)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.11,(0.09-0.12), 89.3,(87.8-90.6),0.11 (0.09-0.12), 89.3 (87.8-90.6)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.09,(0.08-0.10), 90.9,(89.6-92.1),0.09 (0.08-0.10), 90.9 (89.6-92.1)
"Non-COVID-19
death",Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.08,(0.08-0.09), 91.6,(91.0-92.1),0.08 (0.08-0.09), 91.6 (91.0-92.1)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.10,(0.07-0.13), 90.4,(86.9-92.9),0.10 (0.07-0.13), 90.4 (86.9-92.9)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.09,(0.07-0.12), 90.6,(87.9-92.7),0.09 (0.07-0.12), 90.6 (87.9-92.7)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.07,(0.05-0.08), 93.5,(92.0-94.7),0.07 (0.05-0.08), 93.5 (92.0-94.7)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.08,(0.06-0.09), 92.3,(90.8-93.6),0.08 (0.06-0.09), 92.3 (90.8-93.6)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.09,(0.07-0.10), 91.4,(89.9-92.8),0.09 (0.07-0.10), 91.4 (89.9-92.8)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.06,(0.05-0.07), 93.9,(92.6-95.0),0.06 (0.05-0.07), 93.9 (92.6-95.0)
"Non-COVID-19
death",BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.07,(0.06-0.07), 93.3,(92.7-93.9),0.07 (0.06-0.07), 93.3 (92.7-93.9)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.11,(0.08-0.15), 89.3,(85.4-92.1),0.11 (0.08-0.15), 89.3 (85.4-92.1)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.11,(0.08-0.14), 89.4,(86.3-91.7),0.11 (0.08-0.14), 89.4 (86.3-91.7)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.07,(0.06-0.09), 92.6,(90.8-94.0),0.07 (0.06-0.09), 92.6 (90.8-94.0)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.09,(0.07-0.11), 91.2,(89.5-92.6),0.09 (0.07-0.11), 91.2 (89.5-92.6)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.10,(0.08-0.12), 90.1,(88.3-91.7),0.10 (0.08-0.12), 90.1 (88.3-91.7)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.07,(0.06-0.08), 93.0,(91.5-94.3),0.07 (0.06-0.08), 93.0 (91.5-94.3)
"Non-COVID-19
death",BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.07,(0.07-0.08), 92.6,(91.9-93.3),0.07 (0.07-0.08), 92.6 (91.9-93.3)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.11,(0.08-0.15), 89.0,(85.0-91.9),0.11 (0.08-0.15), 89.0 (85.0-91.9)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.11,(0.08-0.14), 89.1,(86.0-91.5),0.11 (0.08-0.14), 89.1 (86.0-91.5)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.08,(0.06-0.10), 92.3,(90.5-93.8),0.08 (0.06-0.10), 92.3 (90.5-93.8)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.09,(0.08-0.11), 90.9,(89.2-92.4),0.09 (0.08-0.11), 90.9 (89.2-92.4)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.10,(0.09-0.12), 89.7,(87.8-91.3),0.10 (0.09-0.12), 89.7 (87.8-91.3)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",29-35,0.07,(0.06-0.09), 92.7,(91.1-94.0),0.07 (0.06-0.09), 92.7 (91.1-94.0)
"Non-COVID-19
death",BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",36+,0.08,(0.07-0.08), 92.4,(91.6-93.1),0.08 (0.07-0.08), 92.4 (91.6-93.1)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",1-3,0.16,(0.12-0.21), 84.1,(78.6-88.1),0.16 (0.12-0.21), 84.1 (78.6-88.1)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",4-7,0.19,(0.15-0.24), 81.1,(76.4-84.9),0.19 (0.15-0.24), 81.1 (76.4-84.9)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",8-14,0.15,(0.12-0.18), 85.2,(82.2-87.7),0.15 (0.12-0.18), 85.2 (82.2-87.7)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",15-21,0.17,(0.14-0.20), 83.0,(79.9-85.6),0.17 (0.14-0.20), 83.0 (79.9-85.6)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",22-28,0.11,(0.09-0.13), 89.4,(87.0-91.3),0.11 (0.09-0.13), 89.4 (87.0-91.3)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",29-35,0.12,(0.10-0.14), 88.1,(85.5-90.2),0.12 (0.10-0.14), 88.1 (85.5-90.2)
"Non-COVID-19
death",ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment",36+,0.12,(0.11-0.13), 87.8,(86.6-89.0),0.12 (0.11-0.13), 87.8 (86.6-89.0)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",1-3,0.16,(0.12-0.21), 84.2,(78.8-88.2),0.16 (0.12-0.21), 84.2 (78.8-88.2)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",4-7,0.19,(0.15-0.24), 81.2,(76.4-84.9),0.19 (0.15-0.24), 81.2 (76.4-84.9)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",8-14,0.15,(0.12-0.18), 85.0,(82.0-87.6),0.15 (0.12-0.18), 85.0 (82.0-87.6)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",15-21,0.17,(0.15-0.20), 82.7,(79.5-85.3),0.17 (0.15-0.20), 82.7 (79.5-85.3)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",22-28,0.11,(0.09-0.13), 89.1,(86.7-91.1),0.11 (0.09-0.13), 89.1 (86.7-91.1)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",29-35,0.12,(0.10-0.15), 87.8,(85.2-90.0),0.12 (0.10-0.15), 87.8 (85.2-90.0)
"Non-COVID-19
death",ChAdOx1,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders",36+,0.12,(0.11-0.14), 87.6,(86.3-88.8),0.12 (0.11-0.14), 87.6 (86.3-88.8)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",1-3,0.17,(0.12-0.22), 83.4,(77.8-87.6),0.17 (0.12-0.22), 83.4 (77.8-87.6)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",4-7,0.20,(0.16-0.25), 80.3,(75.4-84.3),0.20 (0.16-0.25), 80.3 (75.4-84.3)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",8-14,0.16,(0.13-0.19), 84.2,(81.0-86.9),0.16 (0.13-0.19), 84.2 (81.0-86.9)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",15-21,0.18,(0.15-0.21), 81.8,(78.5-84.6),0.18 (0.15-0.21), 81.8 (78.5-84.6)
"Non-COVID-19
death",ChAdOx1,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",22-28,0.11,(0.09-0.14), 88.7,(86.2-90.8),0.11 (0.09-0.14), 88.7 (86.2-90.8)
